46	178	1
46	490	8
46	736	1
46	750	1
46	961	1
46	1029	1
46	1164	2
46	1293	1
46	1342	2
46	1713	1
46	2118	1
46	2184	1
46	2457	1
46	2458	1
46	2513	1
46	2524	1
46	2713	1
46	2728	1
46	2797	2
46	2894	1
84	115	2
84	490	2
84	585	1
84	1142	1
84	1213	1
84	2458	1
84	2965	1
115	667	1
115	712	1
115	725	1
115	824	1
115	1054	1
115	1062	1
115	1132	1
115	1142	1
115	1151	1
115	1293	1
115	1342	1
115	1965	2
115	2118	1
115	2797	1
115	3045	1
115	3049	3
115	3224	1
178	490	11
178	1029	1
178	1132	1
178	1164	1
178	1269	1
178	2118	1
178	2457	2
178	2728	1
178	2921	1
178	3184	1
260	314	2
260	485	1
260	585	7
260	598	1
260	712	1
260	725	3
260	792	3
260	824	2
260	985	1
260	1132	1
260	1142	1
260	1213	1
260	1406	1
260	1522	1
260	1674	3
260	1713	2
260	2174	1
260	2184	1
260	2230	1
260	2457	1
260	2458	1
260	2524	1
260	2595	2
260	2639	1
260	2646	3
260	2763	1
260	2797	1
260	2925	1
260	2965	1
260	3021	2
260	3045	2
260	3049	5
260	3053	2
314	725	2
314	1075	1
314	1164	1
314	1522	1
314	2138	1
314	2184	1
314	2458	2
314	2495	1
314	2595	2
314	2726	1
314	2797	1
314	2919	1
314	2925	1
314	3049	1
314	3371	1
342	961	1
342	1142	1
342	1407	1
342	2184	1
342	2382	1
342	2458	3
342	2797	1
342	3021	1
485	725	1
485	736	1
485	985	1
485	1164	1
485	1380	2
485	1522	1
485	2382	1
485	2458	2
485	2524	1
485	2595	1
485	2797	1
485	2809	2
490	712	1
490	725	1
490	736	1
490	750	1
490	824	1
490	961	3
490	1029	5
490	1062	2
490	1063	2
490	1132	3
490	1142	1
490	1151	2
490	1164	2
490	1213	1
490	1238	1
490	1269	3
490	1293	2
490	1380	1
490	1713	1
490	1737	1
490	2118	2
490	2138	1
490	2219	1
490	2382	3
490	2513	1
490	2524	1
490	2639	1
490	2653	3
490	2713	1
490	2726	2
490	2728	1
490	2797	2
490	2921	1
490	3040	1
490	3045	1
490	3049	1
490	3184	1
490	3224	1
490	3371	4
555	725	1
555	961	1
555	985	1
555	1142	1
555	1164	1
555	1238	2
555	1342	1
555	1522	1
555	1639	1
555	1674	1
555	2458	4
555	2524	1
555	2646	1
555	2653	1
555	2667	1
555	2711	1
555	2728	2
555	2797	2
555	2809	1
555	2921	1
555	3021	2
555	3049	1
585	667	1
585	736	2
585	792	1
585	1063	1
585	1132	1
585	1151	1
585	1164	1
585	1213	1
585	1269	1
585	1674	2
585	1713	3
585	1965	1
585	2230	1
585	2457	1
585	2458	2
585	2524	2
585	2646	2
585	2667	1
585	2925	1
585	2965	1
585	3021	1
585	3045	3
585	3114	1
585	3224	1
598	1164	1
598	2138	1
598	2184	1
598	2458	1
598	2713	1
667	824	1
667	1054	4
667	1132	1
667	1142	3
667	2219	1
667	3049	1
