4	1150	2
4	2616	2
20	42	2
20	852	2
20	3151	2
41	2669	1
41	3866	1
42	852	2
42	3151	2
43	1365	2
43	1829	2
43	3292	2
99	1022	1
99	3896	1
99	4060	1
169	1236	1
169	1364	2
169	1418	1
169	1981	2
170	2117	2
175	1586	2
175	3812	2
183	225	2
183	887	2
183	1302	2
183	1316	2
183	1380	1
194	3228	2
194	3832	2
207	1034	1
207	1659	2
207	2173	2
223	1035	1
223	3117	1
225	887	1
225	1302	1
225	1316	1
229	1223	2
229	1790	2
229	1883	1
253	3534	2
267	917	1
271	1653	3
271	3510	3
273	2371	1
273	2669	1
273	2784	1
273	3651	1
274	432	1
274	481	1
274	3939	1
290	347	2
290	564	1
290	2491	1
290	3640	1
299	1776	2
299	1889	2
299	3314	2
299	3315	2
299	3316	2
301	763	2
301	778	2
301	835	2
301	837	2
301	1135	2
301	2145	2
303	1260	2
303	1357	1
303	3424	2
303	3651	1
347	564	1
347	2491	1
347	3640	1
367	594	1
367	1022	1
367	1404	1
367	1860	1
367	1900	1
367	2144	1
367	2158	1
367	2207	1
367	3242	1
367	3434	1
369	444	2
369	527	1
369	535	1
369	591	1
369	609	1
369	756	1
369	3664	1
369	3904	1
427	2385	1
427	3081	1
428	481	1
432	1552	1
432	3419	1
432	3570	1
432	3939	1
444	527	2
444	535	2
444	591	2
444	609	2
444	756	2
444	3664	2
444	3904	1
448	619	2
448	1386	2
449	1377	2
449	1535	1
466	1332	1
466	1616	1
466	2560	1
466	3812	1
466	3896	1
480	1352	2
480	3572	2
481	3570	1
483	1913	1
486	505	3
486	1926	2
486	2904	1
486	3348	2
486	3691	2
486	3708	4
486	3710	4
486	3756	2
505	1926	1
505	3348	2
505	3691	1
505	3708	3
505	3710	3
505	3756	1
516	2258	2
516	2743	2
527	535	2
527	591	2
527	609	2
527	756	1
527	3664	2
527	3904	1
534	1115	1
534	1690	1
534	2169	1
534	2170	1
534	2519	1
535	591	2
535	609	2
535	756	1
535	3664	2
535	3904	1
536	618	3
536	1903	2
536	2504	3
536	3167	3
564	2491	2
564	3640	2
578	2898	2
578	3931	2
580	723	1
580	1234	1
580	1647	1
580	1727	1
580	3588	1
584	2469	2
587	606	3
587	2029	5
587	2306	5
587	2799	5
587	3088	3
587	3092	3
591	609	2
591	756	1
591	3664	2
591	3904	1
594	1883	1
594	1900	1
594	2055	1
594	2144	1
594	2158	2
594	3242	3
594	3439	1
594	3866	1
600	601	2
606	2029	3
606	2030	1
606	2306	3
606	2799	4
606	3088	3
606	3092	4
609	756	1
609	3664	2
609	3904	1
618	1903	2
618	2504	3
618	3167	3
619	1386	2
621	953	2
621	2127	2
621	4070	1
637	755	2
637	2251	1
643	2270	1
643	3916	1
755	2251	1
756	3664	1
763	778	2
763	835	2
763	837	2
763	1135	2
763	2145	2
764	3652	2
766	1993	1
766	2730	1
778	835	2
778	837	2
778	1135	2
778	2145	2
815	823	2
815	863	2
821	851	2
821	3139	1
821	3333	2
822	1380	1
822	2406	1
823	863	2
832	1324	2
832	2168	2
832	2518	3
832	2854	2
832	3160	2
833	1123	2
833	2170	1
833	2519	1
833	2855	1
835	837	2
835	1135	2
835	2145	2
837	1135	2
837	2145	2
842	1093	1
842	1637	2
842	3636	2
842	3790	1
844	1746	2
851	3139	1
851	3333	2
852	3151	2
872	1496	3
872	1638	1
872	1752	1
872	2426	1
872	2858	2
872	3162	2
872	3725	1
872	3778	1
873	1336	1
887	1302	1
887	1316	1
887	1380	1
917	2753	1
937	2576	1
937	3548	2
953	2127	3
953	4070	1
964	1445	2
964	1460	2
964	1580	1
964	3543	2
973	1028	1
973	1073	1
973	1526	1
973	1931	1
1016	3719	1
1021	1731	2
1021	2790	2
1022	1404	1
1022	3434	1
1022	3896	1
1028	2634	1
1034	1659	1
1034	2173	1
1035	1526	1
1035	2634	1
1035	3117	2
1058	2029	1
1058	2305	1
1058	2799	1
1058	3399	1
1073	1526	1
1073	1931	1
1073	2179	1
1093	1637	1
1093	3636	1
1093	3790	1
1094	1705	2
1094	2428	2
1094	3840	2
1100	1403	1
1100	2207	2
1100	2426	1
1100	2807	2
1115	1169	3
1115	1690	2
1115	2169	1
1115	2519	1
1115	2940	2
1115	3762	3
1123	2170	1
1123	2519	1
1123	2855	1
1135	2145	2
1143	2466	1
1150	2616	2
1165	2169	1
1169	1690	1
1169	2940	2
1169	3762	3
1173	3035	2
1179	1284	2
1179	3026	2
1223	1790	3
1223	1883	2
1223	3026	1
1234	1647	1
1234	3588	1
1234	3666	1
1236	1364	3
1236	1981	1
1236	3247	1
1244	2107	4
1244	2141	1
1244	2316	4
1244	2388	1
1244	2515	2
1260	1357	1
1260	3424	2
1273	1377	1
1273	2055	1
1273	3242	1
1273	3419	1
1284	3026	2
1302	1316	2
1302	1380	1
1316	1380	1
1324	2168	2
1324	2518	2
1324	2854	2
1324	3160	2
1332	1616	1
1332	2560	2
1332	3896	2
1341	3242	1
1341	3735	1
1352	3572	2
1354	2669	1
1357	3424	1
1364	1981	3
1364	3247	2
1364	3790	1
1365	1829	3
1365	3292	3
1373	1404	1
1377	1535	2
1377	3419	1
1380	2406	1
1403	2207	2
1403	2426	1
1403	2807	1
1404	3434	1
1406	1423	3
1406	3146	1
1406	3241	2
1406	3586	1
1423	3146	2
1423	3241	2
1423	3586	1
1445	1460	1
1445	3543	1
1457	3735	1
1460	1580	1
1460	3543	2
1484	1526	1
1484	2644	2
1484	2645	2
1490	3024	1
1495	2857	1
1495	3777	1
1496	1638	1
1496	1752	1
1496	2426	1
1496	2858	2
1496	3162	1
1496	3725	2
1496	3778	2
1508	2170	2
1508	2746	1
1508	4054	2
1526	1931	1
1526	2634	1
1526	2644	1
1526	2645	1
1552	3419	1
1557	1682	2
1557	1689	2
1557	1697	2
1557	2264	2
1557	3866	2
1557	4094	2
1558	3993	1
1560	2949	2
1560	4001	2
1571	3719	1
1579	3832	2
1580	3543	1
1586	3812	2
1616	2207	1
1616	2560	1
1616	3896	1
1637	3636	2
1637	3790	1
1638	1752	1
1638	2426	1
1638	2858	1
1638	3725	1
1647	3588	2
1653	3510	4
1659	2173	2
1668	2846	2
1682	1689	2
1682	1697	2
1682	2264	2
1682	3866	2
1682	4094	2
1689	1697	2
1689	2264	2
1689	3866	2
1689	4094	2
1690	2169	1
1690	2519	1
1690	2940	1
1690	3762	1
1697	2264	2
1697	3866	2
1697	4094	2
1705	2428	2
1705	3840	2
1724	2501	2
1731	2790	2
1746	3436	2
1752	2426	1
1752	2858	1
1752	3725	1
1776	1889	2
1776	3314	2
1776	3315	2
1776	3316	2
1790	1883	1
1812	2932	1
1829	3292	3
1860	1900	1
1860	2207	1
1883	2055	1
1883	3026	1
1883	3242	1
1883	3866	1
1889	3314	2
1889	3315	2
1889	3316	2
1900	2144	1
1900	2158	1
1900	3242	1
1903	2504	2
1903	3167	2
1916	2003	2
1916	3417	2
1916	3822	2
1926	2904	1
1926	3348	1
1926	3691	2
1926	3708	2
1926	3710	2
1926	3756	1
1968	2195	2
1968	2920	2
1980	2083	2
1980	2216	1
1981	3247	1
1981	3790	1
2001	3156	2
2001	3950	1
2003	3417	2
2003	3822	2
2029	2305	1
2029	2306	5
2029	2799	6
2029	3088	3
2029	3092	3
2029	3399	1
2030	2305	2
2030	2765	3
2030	2799	1
2030	2800	2
2030	2905	1
2030	3092	1
2030	3399	3
2055	3242	2
2055	3866	1
2065	3853	2
2065	4098	1
2083	2216	1
2107	2141	1
2107	2316	4
2107	2515	1
2117	3844	1
2127	4070	2
2141	2316	1
2141	2388	1
2141	2515	2
2144	2158	1
2144	3242	1
2158	3242	2
2158	3439	1
